University Name,Total Students,International Students,Total Staffs
Vladimir State University named after Alexander and Nikolay Stoletovs,9815.0,652.0,741.0
Al Falah University,518.0,126.0,22.0
Badr University in Cairo,,,
University of Tabuk,32304.0,571.0,1986.0
Synergy University,,,
Nakhchivan University,,,
Fo Guang University (Buddha's Light University),,,
Smith College,2868.0,368.0,378.0
Universidad Estatal de Sonora,11090.0,,0.0
Woxsen University,,,
"Fashion Institute of Technology (FIT), SUNY",,,
New Mexico Highlands University,,,
Moscow School of Management SKOLKOVO,,,
University Mohamed El Bachir El Ibrahimi of Bordj Bou Arreridj,,,
Kanazawa University,10165.0,610.0,1259.0
Amirkabir University of Technology,9859.0,300.0,489.0
Van Yüzüncü Yıl University,,,
Université Paris 1 Panthéon-Sorbonne ,37309.0,7483.0,1713.0
Macromedia University of Applied Sciences ,,,
Università degli Studi di Perugia,25449.0,1545.0,1082.0
University of Messina (UniME),14857.0,714.0,1086.0
School of Economics and Business,,,
"Alfred Lerner College of Business and Economics, The University of Delaware",,,
University of Rijeka,12856.0,224.0,906.0
Weissman School of Arts and Sciences,,,
"Mahatma Gandhi University, Kottayam",1957.0,,187.0
Università degli Studi di Scienze Gastronomiche,,,
University of Abertay Dundee,,,
Indian Institute of Science,4686.0,68.0,482.0
Lewis University,,,
Pirogov Russian National Research Medical University,,,
"School for International Training, Graduate and Professional Studies",,,
Walailak University,9632.0,174.0,709.0
Ogarev Mordovia State University ,12702.0,2153.0,1197.0
NEWTON University,,,
University of Business and International Studies,,,
Nankai University,32458.0,1260.0,3021.0
Imam Mohammad Ibn Saud Islamic University – IMSIU,47021.0,1513.0,3992.0
CAMPUS 02 University for Applied Sciences,,,
University of Aruba,,,
"National Institute of Education, Nanyang Technological University, Singapore",,,
Tver State University,,,
"The University of Newcastle, Australia (UON)",10395.0,1230.0,1066.0
Augustana University,,,
Norwich University,,,
WU Executive Academy,,,
Gallaudet University,,,
Universidad de Atacama,6212.0,,189.0
Southeastern University,,,
Central Saint Martins,,,
Gazi Üniversitesi,40858.0,1241.0,2471.0
Webster University - Ghana,,,
Ecole Nationale Supérieure de la Photographie d’Arles,,,
Cairo University,185613.0,11630.0,11012.0
University of Hawaii at Hilo,2658.0,81.0,208.0
National Changhua University of Education,7409.0,398.0,437.0
University of Minnesota Twin Cities,53720.0,4391.0,4922.0
Semey Medical University,,,
"University of the West Indies at Cave Hill, Barbados",,,
Faculty of Administrative & Financial Sciences,,,
Universiti Sains Islam Malaysia,11595.0,773.0,724.0
Novosibirsk State University,7196.0,1617.0,1228.0
Far East University,4424.0,44.0,275.0
Brock University,17668.0,2187.0,599.0
Xavier University ,7580.0,15.0,356.0
University of Bengkulu,7927.0,0.0,732.0
Duksung Women's University,,,291.0
"University of Modern Sciences, Yemen",0.0,0.0,0.0
Donetsk National University of Economics and Trade named after Mykhailo Tugan-Baranovsky (DonNUET),1570.0,9.0,55.0
Università degli studi Guglielmo Marconi,,,
Ducere,,,
University of Cape Town Graduate School of Business,,,
Notre Dame University-Louaize NDU,3803.0,511.0,312.0
Telecom Paris,,,
University of Texas Dallas,25682.0,4451.0,1123.0
Rhodes College,,,
Free University of Tbilisi,,,
Universitas Syiah Kuala,27282.0,371.0,1912.0
California State University Northridge ,,,
ANDHRA UNIVERSITY,9899.0,524.0,684.0
Kyrgyz National University named after Jusup Balasagyn,,,
Dongduk Women's University,,,
RAMAIAH MEDICAL COLLEGE (RMC),,,
Chang Gung University,6979.0,352.0,930.0
Cazenovia College,,,
Sekolah Tinggi Seni Indonesia (STSI) Bandung,,,
City University of Science and Information Technology Peshawar,,,
Biliran Province State University,,,
University of Ioannina,34248.0,995.0,723.0
Hochschule Fresenius,,,
Kharkiv National University of Internal Affairs,,,
University of Pisa,29557.0,1330.0,1928.0
Hokkaido University,17590.0,1885.0,2460.0
Academy of Fine Arts in Warsaw,,,
Universidade Veiga de Almeida,10095.0,7.0,360.0
Globe Business College Munich,,,
University of South Carolina,30825.0,1185.0,1828.0
Pontifícia Universidade Católica do Rio de Janeiro,9549.0,127.0,771.0
Université Rennes 2 - Haute Bretagne,,,
University of Guelph,20344.0,2233.0,1070.0
Trident University International,,,
University of Warmia and Mazury in Olsztyn,15629.0,457.0,1672.0
The Catholic University of Korea ,7262.0,888.0,1461.0
UNIVERSITATEA TEHNICA DE CONSTRUCTII BUCURESTI,,,
Wisconsin School of Business,,,
D’Amore-McKim School of Business,,,
Lincoln University,2173.0,738.0,226.0
Universität für Bodenkultur Wien,,,
Non-profit joint-stock company Shakarim University,6965.0,113.0,487.0
Edinburgh College of Art (ECA),,,
Halmstad University,,,
Montana Tech,,,
Qingdao Technological University Qindao College,,,
Kyiv National University of Construction and Architecture (KNUCA),,,
University of New Hampshire,13049.0,435.0,905.0
Kyoto Seika University,,,
Columbia University,30540.0,11847.0,7794.0
Brigham Young University - Idaho,,,
"Université  de Technologie, Troyes (UTT)",,,
The University of Texas Health Science Center at Houston,,,
Université de Fribourg,11616.0,2301.0,589.0
The Wharton School,,,
Vancouver Film School,,,
Government College Women University Sialkot,7023.0,,224.0
Syracuse University - School of Information Studies,,,
New Bulgarian University,,,
University of Bradford,,,
Western Washington University ,13831.0,122.0,780.0
Colorado Christian University,,,
National Pingtung University of Science and Technology,9503.0,507.0,835.0
Sharda University,,,699.0
UC Berkeley Master of Engineering,,,
Universidad de Ibagué,6427.0,,230.0
University of Tasmania,9970.0,3062.0,1113.0
The University of Western Australia's Business School,,,
RUFA - Rome University of Fine Arts,,,
University of Washington,44278.0,7403.0,8718.0
Universitas Ciputra Surabaya,5067.0,10.0,313.0
Ca' Foscari University of Venice ,15261.0,1166.0,800.0
National University of Modern Languages (NUML),14866.0,102.0,750.0
"University of Québec, Chicoutimi",,,
Taylor Institute at Franklin Switzerland,,,
American University of Technology,0.0,0.0,82.0
Université Toulouse 1 Capitole,21082.0,4534.0,471.0
Harvard Business School,,,
Excelia,,,
Takshashila University,,,
Karunya Institute of Technology and Sciences - Deemed to be University,7275.0,2.0,459.0
Texas A&M University - Corpus Christi,,,
RELIZANE UNIVERSITY,,,
Stevens Institute of Technology - School of Business,,,
University of Pittsburgh,27440.0,2992.0,4931.0
University of Science and Technology (UST),,,
Flinders University,16819.0,5567.0,953.0
International Graduate Center - Hochschule Bremen,,,
Southern Utah University,,,
University of Cassino and Southern Lazio,,,
Siberian State Medical University ,,,
Vetsuisse Faculty Bern and Zurich,,,
Zagazig University,174443.0,4379.0,6613.0
Russian Institute of Theatre Arts  (GITIS),,,
Catawba College,,,
Universia Perú,,,
Kazakh-British Technical University,4707.0,101.0,383.0
Universitas Dian Nuswantoro,,,
Franklin University Switzerland,,,
Benedictine University,,,
College of Idaho,,,
INSA Business School,,,
University of Tuzla,0.0,,0.0
"National Institute of Technology, Tiruchirappalli",7462.0,140.0,355.0
SVKM's Narsee Monjee Institute of Management Studies(Deemed to be University),13307.0,30.0,836.0
University of Nevada - Las Vegas,,,
University of Fairfax,,,
University of Nebrija,,,
"The University of Agriculture, Peshawar",,,
Ionian University,,,
University of M'Hamed Bougara Boumerdes,32128.0,144.0,1466.0
Rutgers Business School - Newark and New Brunswick,,,
Collegium Humanum-Warsaw Management University,,,
Tarlac State University,,,
Dicle Üniversitesi,0.0,0.0,0.0
Stanford Graduate School of Business,,,
Sang Ji University ,,,
"Business School, Universidad EAFIT",,,
Universidad Autónoma de Nuevo León,137026.0,378.0,4325.0
Franklin University Switzerland,,,
College of Business,,,
Togliatti State University,6414.0,493.0,446.0
Saba University School of Medicine,,,
Universidade Federal de Alagoas ,23848.0,,1826.0
The Royal Central School of Speech and Drama,,,
ESSCA School of Management,,,
Shanghai Maritime University,21868.0,,1354.0
Benedictine University,,,
Universidad de Carabobo,28770.0,,2275.0
Norwegian Academy of Music,,,
Universidad de Castilla-La Mancha,25071.0,1232.0,1872.0
SAIT Polytechnic - School of Hospitality and Tourism,,,
Police Academy of the Czech Republic,,,
WHU Otto Beisheim School of Management,,,
The National University of Ostroh Academy ,3136.0,36.0,394.0
Clark Atlanta University,,,
Universidad Militar Nueva Granada,1605.0,,931.0
Universidad Simón Bolívar (Colombia),18482.0,169.0,1071.0
Guru Gobind Singh Indraprastha University,7831.0,,376.0
Rajalakshmi School of Business,,,
"Symbiosis Institute of Business Management, Pune (SIBM Pune)",,,
"Department of Accounting, Finance and Economics",,,
Universidad Alberto Hurtado,,,
Dalhousie University Business School,17074.0,4676.0,1558.0
 University of Dundee,15001.0,4581.0,1522.0
"Academy of Economics, Law and Humanities",,,
Brown University,10621.0,2276.0,1512.0
École Nationale Supérieure de Géologie (ENSG),,,
Moscow State Conservatory P. I. Tchaikovsky,,,
JCA London Fashion Academy,,,
Aston University,13027.0,2349.0,824.0
Institut Teknologi Nasional Bandung (ITENAS Bandung),7153.0,18.0,319.0
Swiss Institute for Management and Hospitality (SWISS IM&H),,,
Cardiff Business School,,,
Academy of Economic Studies of Moldova,,,
Benjamin N. Cardozo School of Law,,,
University of Ibb,12053.0,66.0,415.0
University of Laghouat,29179.0,95.0,1038.0
University of Pennsylvania,22420.0,5856.0,5127.0
Tashkent State Transport University,,,
Ming Chuan University,18449.0,2035.0,851.0
American University of Paris (AUP),,,
St Catherine University,,,
Kohat University of Science &Technology,,,
Belmont University,,,
University of Khartoum,16800.0,153.0,850.0
University of Manouba,17175.0,328.0,1186.0
Frederick S. Pardee School of Global Studies,,,
Universidad Politécnica Salesiana,18419.0,37.0,853.0
Ursinus College,,,
Ahfad University for Women,0.0,0.0,0.0
Oglethorpe University,,,
Chatham University,,,
Ganesha University of Education,,,
Cardiff Metropolitan University,,,
Universidade Estadual de Roraima ,3666.0,0.0,196.0
Tashkent State Agrarian University,7034.0,25.0,537.0
Novosibirsk State Technical University,10778.0,2114.0,998.0
Universidad de Guayaquil,71611.0,521.0,1722.0
Universidad Interamericana de Puerto Rico,33070.0,27.0,1397.0
FURB Universidade Regional de Blumenau,10000.0,,1000.0
Tezpur University,4476.0,13.0,317.0
 IFM Business School,,,
Università degli Studi di Scienze Gastronomiche,,,
Ehime University,9267.0,,593.0
University of Limpopo,17943.0,247.0,559.0
Supra School of Business and Computer Science,,,
Jizzakh Polytechnic Institute,5642.0,75.0,503.0
Lynchburg College,,,
Catholic University of Pusan,,,
"VetAgro Sup, Campus Vétérinaire de Lyon",,,
Hanoi University of Science and Technology,33080.0,156.0,1108.0
Turku University of Applied Sciences,,,
Omdurman Islamic University,0.0,0.0,0.0
Owen Graduate School of Management,,,
Universidad de Córdoba,18232.0,,1665.0
"The University of Tennessee, Knoxville",,,
Institut National des Sciences Appliquées de Strasbourg (INSA),,,
Universidad Federico Henríquez y Carvajal (UFHEC),8980.0,,223.0
Tokyo University of Science,17750.0,756.0,1166.0
University of Hawaii at West O‘ahu,,,
"Universidad Latinoamericana de Ciencia y Tecnología - ULACIT, Panama",,,
Alagappa Univeristy,3859.0,5.0,335.0
Universitas Tanjungpura,,,
ESIC Business & Marketing School,,,
Universiti Malaysia Perlis,10980.0,490.0,793.0
Pontificia Universidad Católica del Ecuador (PUCE),25136.0,338.0,1665.0
Islamic University of Gaza,17101.0,218.0,486.0
Thamar University,18689.0,335.0,686.0
American University of the Caribbean,,,
Université La Sagesse,3500.0,18.0,100.0
Universitas Komputer Indonesia,,,
NED University of Engineering and Technology,12878.0,55.0,755.0
University of Worcester,,,
Kyoto Sangyo University ,14796.0,221.0,544.0
George Fox University,,,
Saint Mary's University,,,
Radford University,,,
Senghor University ,0.0,0.0,0.0
Swedish University of Agricultural Sciences ,,,
University of Windsor,14578.0,4000.0,485.0
Universidad Miguel Hernández de Elche,,,
Ehime University,9267.0,,593.0
University St.Kliment Ohridski in Bitola,5144.0,424.0,301.0
"Ross University, School of Medicine",,,
The College of the Bahamas,,,
Truman State University,,,
National Chi Nan University,6051.0,601.0,337.0
Universidad Francisco De Vitoria,,,
Xiamen University,38121.0,1443.0,3106.0
Voronezh State Technical University,13187.0,743.0,1034.0
University Center of Illizi,,,
Imam Abdulrahman Bin Faisal University (IAU),22989.0,3059.0,4014.0
Bard College,,,
Badji Mokhtar-Annaba University,,,
Wayamba University of Sri Lanka ,4714.0,,178.0
Tashkent Institute Of Finance,7155.0,82.0,439.0
International Management Institute MIM - Kyiv,,,
Sarajevo School of Science and Technology,358.0,58.0,59.0
University of Delaware,22091.0,2299.0,1238.0
Masaryk University,30340.0,7790.0,1978.0
Universidad Tecnológica de Pereira,17872.0,13.0,724.0
School of Law,,,
City University of Seattle,,,
Universidade do Estado do Pará,14906.0,,1132.0
CREA - INSEEC U.,,,
Samarkand Institute of Economics and Service,,,
"University of Health Sciences, Lahore",,,
SKEMA Business School,,,
CIMBA Italy,,,
Oregon State University,25621.0,2160.0,2025.0
"UC Davis, Graduate School of Management",,,
California Polytechnic State University,19925.0,,1124.0
University of Saint Francis,,,
Moscow State University of Technology STANKIN,4818.0,610.0,468.0
École des Ponts Business School,,,
Universite Catholique de Lille,,,
Wesleyan University,3391.0,396.0,416.0
Universidad Camilo José Cela,,,
CUNY Brooklyn College,,,
University of Neuchâtel,,,
EVTEK University of Applied Sciences,,,
The University of Electro-Communications (UEC-Tokyo),4654.0,221.0,356.0
Art Center College of Design,,,
Tohoku University,17254.0,1804.0,3366.0
Universidad Tecnológica Centroamericana (UNITEC),7680.0,,436.0
Siberian State Academy of Geodesy,,,
University of Charleston,,,
Ecole d'ingénieurs de Purpan,,,
Yury Gagarin State Technical University of Saratov,9667.0,472.0,589.0
LABA Valencia,,,
Multimedia University (MMU),8960.0,1249.0,530.0
"Birla Institute of Technology, Ranchi",10180.0,,1882.0
European School of Political and Social Sciences,,,
Tata Institute of Social Sciences,3196.0,99.0,263.0
IELTS - British Council,,,
Hawler Medical University,2734.0,23.0,553.0
Swiss International Institute Lausanne,,,
Brandenburgische Technische Universität Cottbus,,,
University of Leeds,34006.0,11357.0,3443.0
Stefan cel Mare University of Suceava,8765.0,1332.0,418.0
École Supérieure d'Informatique du CESI (exia.cesi),,,
Conestoga College,,,
NABA - Nuova Accademia di Belle Arti,,,
Universidad Nacional de Entre Rios,17498.0,,1985.0
Center for American Education,,,
University of Sargodha,19172.0,29.0,790.0
Sri Sri University,,,
WHU - Otto Beisheim School of Management ,,,
University of Phoenix,,,
Josai University ,7783.0,,167.0
Universidad Mariano Gálvez (UMG),,,
University at Buffalo SUNY,28894.0,4840.0,1927.0
LCC International University,,,
Angeles University Foundation,,,
OU Business School,,,
UCL Global Business School for Health,,,
Washington & Jefferson College,,,
Payame Noor University,450135.0,,3471.0
Cukurova University,35162.0,1890.0,2251.0
Kozminski University,,,
Athens University of Economics and Business,8750.0,322.0,214.0
Almaty University of Power Engineering and Telecommunications,,,
Gulf University,285.0,0.0,83.0
University of Bayreuth,7729.0,1040.0,910.0
Erasmus School of Economics,,,
"Sup De Co, Amiens, Picardie",,,
"HEC Management School, University of Liege",,,
Southwest University,37948.0,548.0,2682.0
Universidade do Estado da Bahia ,20158.0,,2149.0
Universidad Industrial de Santander - UIS,21615.0,156.0,1081.0
Lynchburg College,,,
Northern Caribbean University,,,
Kadir Has University,5071.0,189.0,169.0
New York University (NYU),47051.0,17335.0,7715.0
Universitas Tanjungpura,,,
ESIEE Amiens,,,
Saint-Petersburg State Institute of Technology (Technical University) ,,,
Universiti Malaysia Perlis,10980.0,490.0,793.0
Chinese Culture University,22898.0,1003.0,988.0
Lahore School of Economics,2968.0,60.0,150.0
Suwon University ,,,
"Arab Academy for Science, Technology and Maritime Transport (AASTMT)  ",27504.0,4108.0,2652.0
Pontifícia Universidade Católica do Paraná,10366.0,99.0,866.0
Guangxi University,32731.0,1872.0,1870.0
Universidad Alberto Hurtado,,,
Université Pierre Mendès France - Grenoble 2,16953.0,2982.0,612.0
Ben-Gurion University of The Negev,15630.0,1755.0,1060.0
Polytechnic University of the Philippines ,69119.0,46.0,1041.0
Alfateh University,,,
MDI Gurgaon,,,
"Griffith College, Dublin",,,
University of Sri Jayawardenapura ,17051.0,13.0,811.0
DATA SCIENCE FOR BUSINESS X – HEC,,,
Pondicherry University,67484.0,130.0,4918.0
Eszterhazy Karoly Catholic University,4081.0,207.0,422.0
Universidad Tecnológica de Honduras (UTH),16673.0,,466.0
Dalian Maritime University,24412.0,367.0,1488.0
The Norwegian Film School (NFS),,,
Juniata College,,,
Volga state academy of water transport,,,
UCL School of Management,,,
The Josip Juraj Strossmayer University of Osijek,13340.0,,1251.0
School of Design and Crafts,,,
Australian Catholic University - School of Business,,,
"Faculty Of Health Sciences, Western University",,,
Jinan University (China),38436.0,11950.0,2413.0
Liaoning University,24000.0,731.0,1222.0
Palestine Ahliya University,,,
Ecole Nationale Supérieure des Sciences Appliquées et de Technologie,,,
Universidad Central de Bayamón (UCB),,,
School of Engineering & Applied Science,,,
"École Supérieure de Commerce, ESC Pau",,,
New York Institute of Technology - Vancouver,,,
Van Hien University,,,
"Moscow State University of Economics, Statistics and Informatics (MESI) ",,,
SUNY Old Westbury,,,
Namangan Engineering-Construction Institute,,,
Université de Valenciennes et du Hainaut-Cambrésis ,,,
Universit internationale de Rabat,6413.0,56.0,218.0
Vorarlberg University of Applied Sciences ,,,
University of Poonch Rawalakot (UPR),5149.0,,227.0
Ural State Law University,,,
Norwegian University of Life Sciences,,,
Sveučilište u Mostaru,10462.0,1972.0,788.0
Mirpur University of Science and Technology (MUST),7732.0,,328.0
New Bulgarian University,,,
Office for General Enquiry,,,
Rutgers University–New Brunswick,45287.0,7522.0,5083.0
University of Dayton,,,
Tongmyung University of Information Technology ,,,
National Institute of Technology Rourkela,7790.0,341.0,371.0
HTMi Hotel and Tourism Management Institute Switzerland,,,
Wroclaw University of Economics ,,,
King Khalid University,34491.0,4660.0,4957.0
Fundesem Business School,,,
Volgograd State Medical University,,,
Saba University School of Medicine,,,
NED University of Engineering and Technology,12878.0,55.0,755.0
Moscow State Linguistic University,8469.0,718.0,829.0
Mahidol University,28605.0,1554.0,4067.0
Yury Gagarin State Technical University of Saratov,9667.0,472.0,589.0
O.P. Jindal Global University,9000.0,36.0,832.0
Pharos University in Alexandria,11744.0,98.0,573.0
Universidade Federal de Uberlândia,26143.0,156.0,1820.0
Silk Road International University of Tourism and Cultural Heritage,,,
Rice University,8163.0,2999.0,1053.0
Universitas Mercu Buana,27212.0,5.0,1133.0
Euromed Management,,,
Swiss Institute for Management and Hospitality (SWISS IM&H),,,
Preston University Kohat,,,
ESIC Business & Marketing School,,,
SIMAD University,,,
Deusto Business School,,,
The University of Tampa,,,
Ahmedabad University,3195.0,5.0,203.0
Universidad Centroamericana (UCA),9137.0,,568.0
School of Information Systems and Technology,,,
University of Alabama at Birmingham ,21110.0,,3096.0
University of Information Technology and Communications,382.0,,150.0
Plekhanov Russian University of Economics,14061.0,1856.0,1591.0
Harvard University,23936.0,6021.0,4456.0
CMC Graduate School of Business,,,
University of Guelph,20344.0,2233.0,1070.0
University of Hafr Albatin,23717.0,,865.0
National University of Uzbekistan named after Mirzo Ulugbek,19989.0,377.0,1503.0
Department of Public Relations,,,
Sebha University,19224.0,659.0,665.0
Karabuk University,35051.0,8476.0,1022.0
Universidad Católica ,17684.0,,2057.0
Deen Dayal Upadhyay Gorakhpur University,11746.0,,475.0
Campbellsville University,,,
University of South Florida - Muma College of Business,,,
Caucasus International University,,,
Saint Petersburg State Pediatric Medical University,,,
RWTH Business School,,,
"University of Agriculture, Faisalabad ",31142.0,76.0,736.0
Stuart School of Business,,,
Ventspils University of Applied Sciences,,,
Gulf College,2600.0,239.0,60.0
Florida Atlantic University - Boca Raton,21545.0,868.0,1115.0
The National Research University ,12723.0,2753.0,970.0
Universitas Dian Nuswantoro,,,
Soran University,6718.0,11.0,532.0
Southwest Jiaotong University,46881.0,477.0,2705.0
Cagayan State University,,,
University of Toledo,14168.0,1134.0,878.0
New York University (NYU),47051.0,17335.0,7715.0
NJSC KIMEP University,1742.0,222.0,130.0
Pavlodar Pedagogical University,3469.0,116.0,358.0
Royal Holloway University of London School of Business and Management,11737.0,3840.0,841.0
Instituto Nacional de Matemática Pura e Aplicada (IMPA),,,
Modul University Vienna,,,
Vidyavardhaka College of Engineering (VVCE),,,
University of Silesia in Katowice,18594.0,692.0,1842.0
University of Pardubice,5912.0,545.0,725.0
Vijay Patil School of Management,,,
Craven College,,,
Florida Polytechnic University,,,
EM Strasbourg Business School,,,
Regis University,,,
University of Jyväskylä,10666.0,330.0,1656.0
Université Pierre-Mendès-France,,,
Universitat de Girona,,,
Université de Caen Normandie,29128.0,1976.0,1549.0
Technical University of Lublin,7611.0,707.0,1100.0
"Blekinge Institute of Technology, BTH ",,,
Universidad Fidélitas,,,
EAE Business School,,,
Dubai Pharmacy College,,,
Universidad Juan Misael Saracho,15367.0,0.0,555.0
Key West University,,,
Escuela Politécnica Nacional,7690.0,132.0,588.0
"University of Antwerp, Management School",,,
Free University of Tbilisi,,,
Manipal University Jaipur,9724.0,234.0,606.0
Polytechnic University,,,
Beihang University (former BUAA),26344.0,1575.0,3383.0
St. Thomas University,,,
Shih Chien University,11630.0,703.0,536.0
Norwich University,,,
Universidade Federal do Rio Grande Do Norte,39885.0,,2618.0
Lancaster University Management School,,,
University Mohamed Boudiaf of M'Sila,35715.0,371.0,1890.0
Hochschule Augsburg,,,
Universidade Federal do Ceará (UFC),40364.0,256.0,1996.0
Norwegian University of Science And Technology,37723.0,3314.0,3248.0
Universitas Negeri Makassar,,,
"University of Agriculture, Faisalabad ",31142.0,76.0,736.0
Fundação Universidade Federal do Vale do São Francisco ,5517.0,,600.0
Universidad de Málaga,,,
City University (Malaysia),,,
"Monash University, Indonesia campus",,,
Baylor University,19155.0,800.0,1281.0
Hunan Normal University,45386.0,510.0,1842.0
Guildford College,,,
TELECOM École de Management,,,
Taylor Institute at Franklin Switzerland,,,
Shanghai University of Finance and Economics,17596.0,412.0,1104.0
Dongduk Women's University,,,
Institut Universitaire Kurt Bösch,,,
Alagappa Univeristy,3859.0,5.0,335.0
Munich Business School,,,
University of Buraimi,,,
Jordan University of Science & Technology,17245.0,3202.0,1445.0
McGill University,30240.0,10716.0,3841.0
SGH Warsaw School of Economics,,,
University of Ain Temouchent,,,
Pacifico Business School,,,
Conservatoire de Musique et d'Art Dramatique du Québec,,,
Universidad de Manizales ,7335.0,,0.0
Corporación Universitaria Minuto de Dios - UNIMINUTO,19726.0,289.0,3212.0
Kobe University,15399.0,1126.0,1587.0
Кing George's Medical University,,,
Rikkyo University,21040.0,1318.0,1236.0
"The University of Agriculture, Peshawar",,,
International University of Africa,11000.0,3624.0,473.0
"Universit de Haute-Alsace, Mulhouse Colmar",,,
Peter F. Drucker Graduate School,,,
Azerbaijan State University of Economics,16678.0,459.0,1598.0
Kyambogo University,,,
PSG College of Technology,,,
Inner Mongolia University,26996.0,731.0,1764.0
Durham University,21492.0,6841.0,1958.0
Dominican University,,,
National University Sudan,2212.0,222.0,399.0
Kazakh-Russian International University,,,
Jubail University College,2791.0,34.0,165.0
Nour Bachir University Center of El Bayadh,,,
Mahidol University,28605.0,1554.0,4067.0
Aichi Gakuin Unversity,11363.0,,342.0
American University of Kuwait,2077.0,0.0,97.0
"University of California, Irvine",35693.0,6466.0,3206.0
"Faculty of Health, Medicine and Life Sciences",,,
Ravensbourne,,,
Western Governors University Indiana,,,
Design Academy Eindhoven,,,
University of Lucknow,15739.0,1403.0,511.0
UTS Business School,,,
Arab Academy for Banking and Financial Sciences,0.0,0.0,0.0
Universidad de Ciencias y Artes de Chiapas,8463.0,67.0,625.0
University of Information Technology and Communications,382.0,,150.0
Al-Farabi University College,,,
Vitebsk State Medical University,,,
Graduate School of Economics and Management,,,
Jönköping International Business School,,,
"ITESO, Universidad Jesuita de Guadalajara",11100.0,114.0,2482.0
Lebanese American University,8213.0,1219.0,873.0
Universidad Catolica de Manizales,14512.0,,178.0
Tchaikovsky National Academy of Music (Kiev Conservatory),,,
Riga Stradins University,8006.0,2532.0,576.0
Kharkiv National University of Radio Electronics,8311.0,755.0,693.0
California State Polytechnic University - Pomona,,,
Universidad del Valle,32768.0,267.0,1995.0
Elmira College,,,
Alderson-Broaddus College,,,
Beijing Union University,17861.0,,1446.0
