University Name,Total Students,International Students,Total Staffs
The American Business School of Paris,,,
Shandong University,43644.0,1637.0,3406.0
Port Said University,29206.0,190.0,1430.0
Université de Caen Normandie,29128.0,1976.0,1549.0
University of Messina (UniME),14857.0,714.0,1086.0
Misurata University,55500.0,692.0,4000.0
Daegu University of Foreign Studies,,,
Aston Business School,,,
Eastern University,,,
Ho Chi Minh City University of Technology and Education,23333.0,,1145.0
Chinese Culture University,22898.0,1003.0,988.0
Nottingham University Business School,,,
Deusto Business School,,,
The London Film School,,,
Ural State University of Railway Transport (USURT),,,
Universidad Camilo José Cela,,,
University of Rome ,19742.0,1997.0,1429.0
Cochin University of Science and Technology,3178.0,11.0,255.0
Vilnius University ,18501.0,2128.0,2860.0
École Nationale de l'Aviation Civile (ENAC),,,
Baikal State University,,,
SDA Bocconi School of Management,,,
Universidad Interamericana para el Desarrollo (UNID),621.0,,50.0
Universidad Autónoma de Baja California,68621.0,2216.0,3208.0
University of Mazandaran,12336.0,546.0,532.0
Universitat de Girona,,,
Privolzhsky Research Medical University,,,
Central South University,57145.0,2282.0,2957.0
"Fashion Institute of Technology (FIT), SUNY",,,
Hansung University Seoul ,7112.0,240.0,437.0
Oklahoma State University ,21091.0,986.0,1388.0
Universidad del Golfo de México (UGMEX),4478.0,0.0,163.0
Simon Kuznets Kharkiv National University of Economics,5805.0,496.0,388.0
Cleveland State University,12392.0,1797.0,765.0
Kore University of Enna,,,
Gazi Üniversitesi,40858.0,1241.0,2471.0
John von Neumann University,,,
Akita International University,923.0,71.0,79.0
Institut Polytechnique Saint-Louis,,,
École de Management ESCEM,,,
Osh State University,,,
Universität Trier,,,
ESRA Groupe,,,
Indian Institute of Information Technology Design and Manufacturing Kancheepuram,1481.0,37.0,54.0
Buffalo State College (SUNY),,,
Sookmyung Women's University ,10803.0,207.0,901.0
Inner Mongolia University,26996.0,731.0,1764.0
Academy of Fine Arts,,,
Yong In University ,6882.0,248.0,446.0
Polytechnic of Namibia,,,
Institut national des langues et civilisations orientales,,,
University St.Kliment Ohridski in Bitola,5144.0,424.0,301.0
The University of Faisalabad,6748.0,52.0,405.0
HELP University,4593.0,498.0,242.0
Air University Pakistan,6517.0,35.0,876.0
Batangas State University,,,
Universitas Brawijaya ,55704.0,561.0,3801.0
SUNY Oneonta,,,
SUNY System Office,,,
The Open University Business School,,,
Elmhurst College,,,
Universidad Ricardo Palma ,10425.0,,671.0
University of Leicester,15029.0,5729.0,1446.0
University of Agronomic Sciences and Veterinary Medicine of Bucharest,8957.0,244.0,495.0
TRAKYA UNIVERSITY,,,
St. Mary's College of Maryland,,,
Hochschule für Angewandte Wissenschaften Hamburg,,,
Lincoln University College,3395.0,1369.0,501.0
École Nationale Supérieure de Mécanique et des Microtechniques (ENSMM),,,
Universidade Estadual de Goiàs,18846.0,,1997.0
Kyoto Seika University,,,
Loei Rajabhat University,7223.0,6.0,235.0
"École Supérieure de Commerce, ESC Troyes",,,
Mukogawa Women's University,8403.0,1.0,254.0
Polytechnique Montreal,,,
National Institute of Technology Calicut,6363.0,,376.0
University of Economics - Varna,8325.0,379.0,274.0
University of Wisconsin-Madison,43418.0,5962.0,5355.0
University of Craiova,17330.0,300.0,847.0
The College of Saint Rose,,,
Wyższa Szkoła Biznesu – National Louis University,,,
University of Rome ,19742.0,1997.0,1429.0
Kelley School of Business,,,
Celal Bayar Üniversitesi,33619.0,44.0,993.0
Pusan National University,17667.0,1736.0,2294.0
Mendoza College of Business,,,
University of Palermo,28571.0,504.0,1418.0
Universit degli Studi della Campania Luigi Vanvitelli,,,
United Arab Emirates University,8147.0,1479.0,945.0
"École Spéciale des Travaux Publics, du Bâtiment et de l'Industrie (ESTP)",,,
"University of California, Riverside, A. Gary Anderson Graduate School of Management",,,
"College of Islamic and Arabic Studies, Dubai",2969.0,2270.0,51.0
Molloy College,,,
NEWTON University,,,
Immaculata University,,,
University of Okara,,,
"Universidad La Salle, México",7468.0,104.0,667.0
Sakarya University,43289.0,4301.0,1615.0
Shanghai Advanced Institute of Finance (SAIF),,,
Instituto Tecnológico Autónomo de México (ITAM),4697.0,47.0,319.0
Unit Quality Management and Reporting,,,
National University of Kaohsiung,5916.0,263.0,291.0
Universidad Juàrez del Estado de Durango (UJED),18622.0,,216.0
Bodo University College,,,
EHG - Ecole Hôtelière Geneve (Geneva Hotel Management School),,,
BSE Institute,,,
Escola Superior de Música de Catalunya ,,,
Athabasca University,,,
Saint Mary's College of California,,,
North Eastern Hill University,4641.0,,1411.0
ICFAI University,,,
Hong Kong Design Institute,,,
Universidad de Las Palmas de Gran Canaria,,,
Sangmyung University ,16705.0,1119.0,778.0
Volgograd State Technical University,11888.0,1168.0,790.0
Florida Southern College,,,
Wright Graduate University,,,
Technical University of Crete,,,
Polytechnic University of the Philippines ,69119.0,46.0,1041.0
Universidad de Medellín,8063.0,135.0,602.0
Bukhara State University,,,
Universidad Autónoma de Bucaramanga - UNAB,6207.0,40.0,466.0
Kazakh Humanities and Law University,0.0,0.0,0.0
Korea University of Technology and Education ,5143.0,0.0,151.0
Shahid Chamran University of Ahvaz,,,
Jeonju University ,,,
Halmstad University,,,
Universitat de Valencia,48010.0,5558.0,3180.0
École Supérieure du Bois,,,
The Scholar Ship,,,
Tsinghua University,37200.0,4186.0,6383.0
Universia Venezuela,,,
Universitat Politecnica de Valencia,26961.0,3791.0,2049.0
School of Management,,,
TUM School of Management,,,
Vrije Universiteit Brussel (VUB),14625.0,3393.0,2048.0
Universidad Autónoma del Caribe,10851.0,,360.0
University of Economics in Katowice,,,
Central Philippine University,11391.0,216.0,574.0
IEB,,,
Kyoto Sangyo University ,14796.0,221.0,544.0
John von Neumann University,,,
Indiana University Bloomington,45730.0,4555.0,4446.0
Université Stendhal Grenoble 3,5341.0,841.0,295.0
University of Basel,8536.0,2647.0,1064.0
Adolfo Ibáñez Business School,,,
Voronezh State University of Engineering Technologies,4770.0,457.0,288.0
Shoreline Community College,,,
Shandong University,43644.0,1637.0,3406.0
UniversitéÂ Paris 8 Vincennes-Saint-Denis,,,
Novosibirsk State University,7196.0,1617.0,1228.0
"University of Maryland, College Park",37806.0,3988.0,3742.0
UniLaSalle,,,
Zagazig University,174443.0,4379.0,6613.0
Petra Christian University,7261.0,69.0,416.0
"ISEAD - Instituto Superior de Educación, Administración y Desarrollo",,,
Pontifícia Universidade Católica de Campinas,7692.0,32.0,414.0
Chernihiv Polytechnic National University,4928.0,13.0,428.0
Vrije Universiteit Brussel (VUB),14625.0,3393.0,2048.0
Central Queensland University - School of Business and Law,,,
Russian State University of Innovative Technologies and Entrepreneurship (RGUITP),,,
Bandung Polytechnic for Manufacturing,,,
Institut Français de Méchanique Avancée (IFMA),,,
"Faculty Of Health Sciences, Western University",,,
ABMS - The Open University of Switzerland,,,
University of Pittsburgh-Greensburg,,,
Atria University,,,
Economics and law,,,
IMADEC University ,,,
University of Pannonia,4163.0,341.0,359.0
Florida Polytechnic University,,,
Saint Augustine's University,,,
"University of Gothenburg, The School of Business, Economics and Law - Gothenburg",,,
Foundation of Technical Education,,,
University of Ottawa - Telfer School of Management,,,
Bursa Uludag University,,,
Politeknik Negeri Jakarta,4594.0,,416.0
Universidad del Distrito Federal (UDF),46348.0,0.0,1527.0
Pyatigorsk State University (PSU),3793.0,7.0,259.0
"Symbiosis Institute of Business Management, Pune (SIBM Pune)",,,
Sungkyunkwan University (SKKU),22338.0,3782.0,3299.0
Al Nahrain University,7395.0,7.0,993.0
Ivanovo State University of Chemistry and Technology,,,
Halmstad University,,,
Denison University,,,
George Mason University Online,,,
University of Georgia,,,
Ubonratchathani Rajabhat University ,,,
Stanford Graduate School of Business,,,
Institute of Management Sciences,,,
Carlos Albizu University,,,
Sharda University,,,699.0
Fatima Jinnah Women University,5717.0,3.0,207.0
Othman Yeop Abdullah Graduate School of Business,,,
University of St.Gallen (HSG),9121.0,2758.0,490.0
Business Administration Division,,,
Quaid-i-Azam University,9831.0,82.0,519.0
Hochschule für Gestaltung Schwäbisch Gmünd,,,
University of Perpetual Help System Laguna,,,
Turan University,4632.0,136.0,385.0
Royal Holloway University of London,,,
University of the Sciences,,,
The York Management School,,,
Indian Institute of Management (IIM),,,
Al Iraqia University,23418.0,39.0,872.0
Anton de Kom Universitiet van Suriname,3415.0,,650.0
Indian Institute of Technology Bhubaneswar,2710.0,1.0,152.0
DeVry University Georgia,,,
Vistula University,5767.0,2688.0,331.0
"Theatre Academy, University of the Arts Helsinki",,,
Mindanao State University - Iligan Institute of Technology ,11467.0,41.0,555.0
Chungnam National University,18149.0,1637.0,1995.0
Korea University,25378.0,4452.0,3719.0
Istanbul Şehir University,,,
Warsaw University of Technology,,,
Benedictine University,,,
Goucher College,,,
University of Maine,,,
Malaysia Institute for Supply Chain Innovation,,,
Universidad Federico Henríquez y Carvajal (UFHEC),8980.0,,223.0
Rajshahi University of Engineering and Technology,6160.0,,473.0
Azerbaijan State University of Culture and Arts,,,
Euroinnova Business School,,,
Zhengzhou University,68624.0,1827.0,3361.0
Institut National des Sciences Appliquées de Rouen (INSA),,,
Yarmouk Private University,0.0,0.0,0.0
École Nationale de Sciences Géographiques,,,
Nizhny Novgorod State Linguistics University,,,
Universidad Autónoma de Aguascalientes (UAA),16250.0,,1593.0
University of Pardubice,5912.0,545.0,725.0
National Cheng Kung University (NCKU),21896.0,2461.0,2090.0
École d'Ingénieurs EPMI Cergy,,,
Ostfold University College ,,,
Ross School of Business,,,
Interdisciplinary Center Herzliya (IDC),,,
Urmia University,14999.0,,555.0
Euromed Management,,,
University of Twente,11971.0,4070.0,1241.0
Graduate University of Advanced Technology,,,
Kyungwon University ,,,
University of Pennslyvania Law School,,,
Inönü Üniversitesi,34963.0,48.0,1009.0
W. P. Carey School of Business,,,
Hamdan Bin Mohammed Smart University (HBMSU),,,
Amity University - Madhya Pradesh,,,
University of Bern,11014.0,1949.0,1205.0
École Supérieure d'Ingénieurs ESIGETEL,,,
Institute of Space Technology,2465.0,,167.0
Udayana University,28124.0,2371.0,1544.0
Point Loma Nazarene University,,,
Taif University,30628.0,923.0,1536.0
Universidad Nacional de Río Cuarto - UNRC,17268.0,,1706.0
Technische Universität Bergakademie Freiberg,,,
Sports Management School (SMS) - Groupe EDC,,,
Universidade do Vale do Rio Dos Sinos - UNISINOS,8954.0,42.0,484.0
China University of Geosciences,26798.0,795.0,3191.0
University of Southeastern Philippines,18420.0,0.0,468.0
Australian Film Television and Radio School,,,
Malaysia University of Science and Technology (MUST),2007.0,838.0,68.0
Wright Graduate University,,,
"Newcastle University, University of Newcastle Business School",,,
Hardin-Simmons University,,,
Dr B R Ambedkar National Institute of Technology Jalandhar,4176.0,,180.0
Teesside University Business School,,,
The University of Sheffield,28399.0,11307.0,3351.0
University of Jaffna,7524.0,,545.0
University of Mindanao,,,
"Royal Academy of Music, Aarhus",,,
"International Islamic University, Islamabad (IIU)",23545.0,1563.0,999.0
Universidade Federal do ABC,7771.0,144.0,791.0
Universidad Autónoma de Ciudad Juà¡rez (UACJ),32077.0,,2532.0
Harare Institute of Technology,,,
Vilnius University,,,
University of Notre Dame,12924.0,1552.0,1587.0
Trinity College of Music,,,
Grand View University,,,
De La Salle University,12070.0,356.0,788.0
University of Illinois at Chicago (UIC),30194.0,3544.0,2878.0
Louvain School of Management,,,
Seattle Central Community College,,,
Novosibirsk State Technical University,10778.0,2114.0,998.0
"Vignan's Foundation for Science,Technology & Research",6532.0,172.0,577.0
Sichuan University,48058.0,2724.0,3173.0
Universita' degli Studi di Ferrara,23128.0,905.0,795.0
Kyoto Institute of Technology,3943.0,299.0,299.0
Beirut Arab University ,4834.0,1027.0,464.0
Technische Fachhochschule Berlin,,,
EulJi University,,,
Universiti Utara Malaysia (UUM),12490.0,3626.0,1303.0
NHL Stenden University of Applied Sciences,,,
Chung Hua University (CHU),4102.0,532.0,238.0
Universidad Nacional de San Martín (UNSAM),22660.0,1148.0,1312.0
Tokyo Woman's Christian University,3983.0,19.0,90.0
Jenkins Graduate School of Management,31928.0,3541.0,1971.0
Hongik University ,19788.0,1707.0,1241.0
Qingdao University,41847.0,670.0,2790.0
Fukushima University,4435.0,87.0,162.0
Fundació Universitat Oberta de Catalunya,,,
Novosibirsk State University,7196.0,1617.0,1228.0
Stevens Institute of Technology - School of Business,,,
National Institute of Development Administration (NIDA),,,
The Sapir Academic College,,,
Walden University,,,
Iona College,,,
INTERNATIONAL COLLEGE OF MUSIC,,,
Yonsei University School of Business,,,
Universidad Mayor de San Simón,83903.0,89.0,1263.0
Cebu Normal University,,,
University of Tasmania,9970.0,3062.0,1113.0
Liepājas Universitāte,1079.0,97.0,54.0
University of Louisville,,,
University College of Kalmar,,,
Hoseo University ,,,
Hodges University,,,
Bradford College,,,
University of Mosul,60946.0,,4015.0
Saint Francis University,,,
Universidad San Jorge,,,
Brigham Young University - Idaho,,,
College of Business,,,
State University of New York at Fredonia,,,
University Center of Illizi,,,
Pavlodar Pedagogical University,3469.0,116.0,358.0
Hajvery University,,,
Bar-Ilan University,16809.0,534.0,987.0
Iniciativas Organizativas de Empresa,,,
"School of Management, Swansea University",,,
Chinese Culture University,22898.0,1003.0,988.0
Dhurakij Pundit University,15222.0,2653.0,439.0
Vishwakarma Institute of Technology,,,
University of Sadat City,42339.0,729.0,854.0
Azusa Pacific University,,,
Université de Sherbrooke,14373.0,1115.0,1168.0
"Politehnica University Timisoara, UPT",11903.0,375.0,726.0
University of Houston,37401.0,3082.0,1758.0
INSEAD,,,
Misurata University,55500.0,692.0,4000.0
Ecole Supérieure des Affaires,,,
TRIUM Global,,,
Sri Balaji Vidyapeeth (Deemed to be University),,,
Jerusalem College of Engineering,,,
The American University of Rome,,,
Ryazan State Radio Engineering University ( RSREU ),,,
Universidad de San Andrés,,,
Ashoka University,2647.0,159.0,253.0
Gwangju Institute of Science and Technology (GIST),1838.0,159.0,188.0
Buffalo State College (SUNY),,,
Université Abdelhamid Ibn Badis – Mostaganem,,,
Academy of Public Administration under the President of the Republic of Kazakhstan,,,
South Kazakhstan Medical Academy,,,
NIT Northern Institute of Technology Management,,,
ESIC Business & Marketing School,,,
Politeknik Negeri Jakarta,4594.0,,416.0
"European Graduate School, Media & Communications",,,
Universidad Católica San Pablo,4630.0,36.0,333.0
Medical University of Gdańsk,,,
American University of Sharjah,4856.0,3603.0,394.0
École Nationale Supérieure de Mécanique et d'Aérotechnique (ENSMA),,,
Wetsus Academy,,,
Northwest Agriculture and Forestry University,30178.0,293.0,2825.0
Tomsk State Pedagogical University,5073.0,331.0,324.0
"École Supérieure de Commerce, ESC Saint-Etienne",,,
Rider University,,,
Ramaiah Institute of Technology (RIT),,,
Universidad Autónoma de Nuevo León,137026.0,378.0,4325.0
Tabriz University of Medical Sciences,,,
Teesside University,,,
Brock University,17668.0,2187.0,599.0
School of Law,,,
Indus Valley School of Art and Architecture ,,,
"RSIS - NTU, Singapore",,,
Kempen University College,,,
Fairfield University - Charles F. Dolan School of Business,,,
Institut Polytechnique Saint-Louis,,,
Athens Graduate School of Management,,,
"Sciences Po, Lyon",,,
International School of Management (ISM) - Paris,,,
Politeknik Negeri Samarinda,,,
University of the Basque Country,35397.0,1502.0,3488.0
Hodeidah University,18455.0,79.0,840.0
DeAnza College,,,
Russian-Armenian University (RAU),3898.0,1021.0,240.0
Universitatea Ovidius din Constanta / Ovidius University of Constanta,14557.0,1114.0,0.0
Masdar Institute of Science and Technology,381.0,235.0,71.0
Hong Kong Shue Yan University,3793.0,405.0,174.0
IHTTI School of Hotel Management,,,
DeVry University Irving,,,
Université Paris 1 Panthéon-Sorbonne ,37309.0,7483.0,1713.0
Universita' degli Studi Suor Orsola Benincasa,,,
CENTRUM Catolica,,,
East Stroudsburg University of Pennsylvania,,,
Jiangsu Normal University,,,
Université Paul Sabatier Toulouse III,29033.0,4049.0,3029.0
Universidad Catolica de Avila 'Santa Teresa de Jesus,,,
Universita' per Stranieri di Perugia,,,
Al-Kut University College,,,
Universidad Nacional del Comahue,32266.0,,2694.0
"Symbiosis Institute of Business Management, Pune (SIBM Pune)",,,
Bukhara State University,,,
Queensland University of Technology,,,
University of Madeira,,,
Barcelona Technology School,,,
Ufa State Petroleum Technological University,11938.0,1463.0,1088.0
University of Chicago,17214.0,5488.0,2885.0
Institut Catholique de Paris,,,
Fordham University Graduate School of Business,,,
La Sierra University,,,
Universidade Federal de Uberlândia,26143.0,156.0,1820.0
The Royal Danish Academy of Fine Arts (KADK),,,
Sriwijaya University,27332.0,64.0,969.0
Universidad Privada Franz Tamayo,,,
Institute of Technology Tralee,,,
Ulsan National Institute of Science and Technology (UNIST),3722.0,340.0,634.0
Universidade Estadual de Ponta Grossa ,10000.0,,0.0
Alma College,,,
Victoria University ,14776.0,2822.0,497.0
National University of Modern Languages (NUML),14866.0,102.0,750.0
Kyiv National University of Technologies and Design,5717.0,453.0,315.0
Universidade Federal de Pelotas ,15474.0,131.0,1402.0
University of Tulsa College of Business Administration,,,
Yarmouk University,29484.0,3089.0,1090.0
Youngsan University,6088.0,371.0,474.0
Okayama University,13130.0,834.0,1643.0
Tata Institute of Social Sciences,3196.0,99.0,263.0
Lynch School of Education,,,
Central Academy of Fine Arts (CAFA),,,
Showa University,3701.0,28.0,2244.0
Universidade Federal de Sergipe (UFS) ,22994.0,,1759.0
Middle Technical University,39336.0,18.0,1492.0
Saint Mary's College of California,,,
Namik Kemal University ,14542.0,,748.0
École d'Ingénieurs EIGSI La Rochelle,,,
King Khalid University,34491.0,4660.0,4957.0
University of Portland,,,
The Katz School,,,
REVA UNIVERSITY,14152.0,139.0,628.0
National Chung Cheng University,8989.0,392.0,709.0
Lanzhou University,32812.0,391.0,2944.0
Loras College,,,
Roosevelt University,,,
Universidad Austral,4928.0,384.0,687.0
Staffordshire University,,,
School of Communication,,,
"INSEEC MBA Institute, Paris International Business School",,,
"École Supérieure de Commerce, ESC Chambery, Savoie",,,
